user_id,y
0,False
1,False
2,True
3,False
4,False
5,False
6,True
7,False
8,True
9,False
10,False
11,False
12,True
13,True
14,False
15,True
16,True
17,False
18,True
19,False
20,False
21,True
22,False
23,True
24,False
25,False
26,False
27,False
28,False
29,False
30,True
31,False
32,False
33,True
34,True
35,True
36,False
37,False
38,True
39,False
40,True
41,True
42,False
43,False
44,False
45,False
46,False
47,False
48,False
49,False
50,False
51,False
52,False
53,False
54,False
55,False
56,True
57,True
58,False
59,False
60,True
61,True
62,True
63,True
64,False
65,False
66,False
67,False
68,True
69,True
70,False
71,True
72,False
73,False
74,True
75,False
76,False
77,False
78,False
79,False
80,True
81,False
82,False
83,True
84,False
85,False
86,False
87,False
88,False
89,True
90,True
91,False
92,True
93,False
94,False
95,False
96,True
97,False
98,True
99,True
100,True
101,False
102,False
103,True
104,True
105,False
106,False
107,False
108,True
109,True
110,False
111,True
112,False
113,False
114,True
115,True
116,False
117,False
118,False
119,True
120,False
121,True
122,False
123,True
124,True
125,True
126,False
127,True
128,False
129,True
130,True
131,False
132,True
133,True
134,True
135,True
136,False
137,False
138,True
139,True
140,False
141,False
142,False
143,False
144,False
145,False
146,False
147,True
148,True
149,False
150,True
151,False
152,False
153,False
154,True
155,True
156,False
157,False
158,True
159,False
160,False
161,True
162,True
163,True
164,True
165,True
166,False
167,True
168,True
169,False
170,False
171,False
172,False
173,False
174,False
175,True
176,True
177,False
178,True
179,True
180,True
181,True
182,True
183,True
184,True
185,True
186,False
187,False
188,False
189,True
190,False
191,False
192,False
193,False
194,True
195,True
196,False
197,False
198,False
199,True
200,True
201,False
202,True
203,False
204,False
205,True
206,True
207,True
208,False
209,True
210,False
211,False
212,True
213,False
214,False
215,False
216,False
217,True
218,False
219,False
220,False
221,True
222,False
223,True
224,True
225,True
226,False
227,False
228,False
229,True
230,False
231,False
232,False
233,False
234,False
235,False
236,True
237,True
238,True
239,False
240,True
241,False
242,False
243,True
244,True
245,False
246,True
247,True
248,True
249,False
250,True
251,True
252,False
253,False
254,False
255,False
256,True
257,False
258,True
259,True
260,True
261,False
262,True
263,True
264,True
265,True
266,False
267,False
268,True
269,True
270,False
271,False
272,True
273,True
274,False
275,False
276,True
277,False
278,True
279,True
280,False
281,False
282,True
283,True
284,False
285,True
286,False
287,True
288,True
289,True
290,True
291,True
292,True
293,True
294,False
295,False
296,False
297,False
298,True
299,False
300,False
301,True
302,True
303,True
304,False
305,False
306,False
307,True
308,True
309,False
310,False
311,False
312,False
313,False
314,True
315,False
316,True
317,True
318,False
319,True
320,True
321,False
322,True
323,True
324,False
325,False
326,False
327,False
328,False
329,False
330,True
331,False
332,True
333,True
334,False
335,True
336,True
337,True
338,True
339,False
340,True
341,False
342,False
343,False
344,True
345,True
346,False
347,False
348,False
349,False
350,False
351,True
352,False
353,False
354,True
355,False
356,True
357,True
358,False
359,False
360,False
361,False
362,True
363,False
364,False
365,True
366,True
367,False
368,True
369,False
370,False
371,False
372,False
373,True
374,False
375,False
376,True
377,True
378,True
379,False
380,False
381,False
382,True
383,True
384,False
385,False
386,True
387,False
388,False
389,True
390,True
391,False
392,False
393,True
394,True
395,False
396,False
397,True
398,False
399,True
400,True
401,True
402,False
403,False
404,True
